text_full,labels
Срок предоставления услуги? Ежемесячная выплата на ребенка в возрасте от 3 до 7 лет включительно,Пособие от 3 до 7
Кто может оформить? Ежемесячная социальная выплата студенческой семье,Пособие студенческой семье
Сроки назначения? Ежемесячная социальная выплата студенческой семье,Пособие студенческой семье
Размер выплаты? Ежемесячная социальная выплата студенческой семье,Пособие студенческой семье
Кому не назначат? Ежемесячная социальная выплата студенческой семье,Пособие студенческой семье
Перечень документов для неполной студенческой семьи? Ежемесячная социальная выплата студенческой семье,Пособие студенческой семье
Какие документы удостоверяют личность? Ежемесячная социальная выплата студенческой семье,Пособие студенческой семье
Какие документы предоставить при обращении представителя? Ежемесячная социальная выплата студенческой семье,Пособие студенческой семье
Какие документы подтверждают статус неполной семьи? Ежемесячная социальная выплата студенческой семье,Пособие студенческой семье
Какие документы подтверждают наличие в семье детей? Ежемесячная социальная выплата студенческой семье,Пособие студенческой семье
Перечень документов для полной студенческой семьи? Ежемесячная социальная выплата студенческой семье,Пособие студенческой семье
Какие документы подтверждают получение образования заявителем и вторым родителем? Ежемесячная социальная выплата студенческой семье,Пособие студенческой семье
Какие основания для отказа в предоставлении услуги? Ежемесячная социальная выплата студенческой семье,Пособие студенческой семье
Срок предоставления услуги? Ежемесячная социальная выплата студенческой семье,Пособие студенческой семье
Категории заявителей? Ежемесячное пособие в связи с рождением и воспитанием ребенка,Единое пособие
Обязательные условия для получения пособия беременным женщинам? Ежемесячное пособие в связи с рождением и воспитанием ребенка,Единое пособие
Сроки назначения? Ежемесячное пособие в связи с рождением и воспитанием ребенка,Единое пособие
Размеры выплат? Ежемесячное пособие в связи с рождением и воспитанием ребенка,Единое пособие
За какой перод необходимо предоставить доходы? Ежемесячное пособие в связи с рождением и воспитанием ребенка,Единое пособие
Какой должен быть уровень доходов для получения выплаты? Ежемесячное пособие в связи с рождением и воспитанием ребенка,Единое пособие
"Обязательные условия предоставления ежемесячного пособия для категории Семьи, имеющие детей? Ежемесячное пособие в связи с рождением и воспитанием ребенка",Единое пособие
Кто не имеет права на выплату? Ежемесячное пособие в связи с рождением и воспитанием ребенка,Единое пособие
Порядок назначения выплаты? Ежемесячное пособие в связи с рождением и воспитанием ребенка,Единое пособие
Куда выплачивается пособие? Ежемесячное пособие в связи с рождением и воспитанием ребенка,Единое пособие
Перечень документов? Ежемесячное пособие в связи с рождением и воспитанием ребенка,Единое пособие
Сроки предоставления услуги? Ежемесячное пособие в связи с рождением и воспитанием ребенка,Единое пособие
Куда адресуется заявление? Ежемесячное пособие в связи с рождением и воспитанием ребенка,Единое пособие
Какие документы удостоверяют личность? Ежемесячное пособие в связи с рождением и воспитанием ребенка,Единое пособие
Какие документы предоставить при обращении представителя? Ежемесячное пособие в связи с рождением и воспитанием ребенка,Единое пособие
"Как назначается пособие, если в семье несколько детей? Ежемесячное пособие в связи с рождением и воспитанием ребенка",Единое пособие
Что необходимо для изменения способа доставки? Ежемесячное пособие в связи с рождением и воспитанием ребенка,Единое пособие
Категории заявителей? Единовременное пособие при рождении ребенка,Единовременное пособие при рождении ребенка
Срок обращения за пособием? Единовременное пособие при рождении ребенка,Единовременное пособие при рождении ребенка
Каким органом выплачивается пособие? Единовременное пособие при рождении ребенка,Единовременное пособие при рождении ребенка
Размер выплаты? Единовременное пособие при рождении ребенка,Единовременное пособие при рождении ребенка
Кому выплачивается на работе? Единовременное пособие при рождении ребенка,Единовременное пособие при рождении ребенка
Перечень документов? Единовременное пособие при рождении ребенка,Единовременное пособие при рождении ребенка
Какие документы удостоверяют личность? Единовременное пособие при рождении ребенка,Единовременное пособие при рождении ребенка
Какие документы предоставить при обращении представителя? Единовременное пособие при рождении ребенка,Единовременное пособие при рождении ребенка
Куда адресуется заявление? Единовременное пособие при рождении ребенка,Единовременное пособие при рождении ребенка
Основания для отказа? Единовременное пособие при рождении ребенка,Единовременное пособие при рождении ребенка
Срок предоставления услуги? Единовременное пособие при рождении ребенка,Единовременное пособие при рождении ребенка
Возможен ли донос документов? Единовременное пособие при рождении ребенка,Единовременное пособие при рождении ребенка
Куда выплачивается выплата? Единовременное пособие при рождении ребенка,Единовременное пособие при рождении ребенка
Выплату можно получать только на карту МИР? Единовременное пособие при рождении ребенка,Единовременное пособие при рождении ребенка
Кто заявитель? Единовременное пособие при рождении ребенка в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем,Единовременное пособие при рождении ребенка в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем
Условия для получения выплаты? Единовременное пособие при рождении ребенка в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем,Единовременное пособие при рождении ребенка в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем
Как оформлять услугу при рождении (усыновлении) нескольких детей? Единовременное пособие при рождении ребенка в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем,Единовременное пособие при рождении ребенка в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем
Размер выплаты? Единовременное пособие при рождении ребенка в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем,Единовременное пособие при рождении ребенка в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем
Перечень документов? Единовременное пособие при рождении ребенка в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем,Единовременное пособие при рождении ребенка в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем
Куда адресуется заявление? Единовременное пособие при рождении ребенка в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем,Единовременное пособие при рождении ребенка в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем
Какие документы удостоверяют личность? Единовременное пособие при рождении ребенка в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем,Единовременное пособие при рождении ребенка в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем
Какие документы предоставить при обращении представителя? Единовременное пособие при рождении ребенка в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем,Единовременное пособие при рождении ребенка в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем
Куда выплачивается выплата? Единовременное пособие при рождении ребенка в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем,Единовременное пособие при рождении ребенка в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем
Выплату можно получать только на карту МИР? Единовременное пособие при рождении ребенка в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем,Единовременное пособие при рождении ребенка в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем
Какие основания для отказа в приеме документов? Единовременное пособие при рождении ребенка в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем,Единовременное пособие при рождении ребенка в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем
Кто заявитель? ПДФ Ежемесячное пособие по уходу за ребенком (до полутора лет),Пособие по уходу
Кто имеет право подать на пособие по доходам? ПДФ Ежемесячное пособие по уходу за ребенком (до полутора лет),Пособие по уходу
Кто имеет право подать на пособие без доходов? ПДФ Ежемесячное пособие по уходу за ребенком (до полутора лет),Пособие по уходу
В какой срок оформляется? ПДФ Ежемесячное пособие по уходу за ребенком (до полутора лет),Пособие по уходу
Если заявитель сотоит на учете в центре занятости? ПДФ Ежемесячное пособие по уходу за ребенком (до полутора лет),Пособие по уходу
Размер выплаты? ПДФ Ежемесячное пособие по уходу за ребенком (до полутора лет),Пособие по уходу
Какие документы удостоверяют личность? ПДФ Ежемесячное пособие по уходу за ребенком (до полутора лет),Пособие по уходу
Какие документы предоставить при обращении представителя? ПДФ Ежемесячное пособие по уходу за ребенком (до полутора лет),Пособие по уходу
Кому не назначат? ПДФ Ежемесячное пособие по уходу за ребенком (до полутора лет),Пособие по уходу
Перечень документов для получения пособия по доходам? ПДФ Ежемесячное пособие по уходу за ребенком (до полутора лет),Пособие по уходу
Какие основания для отказа в приеме документов? ПДФ Ежемесячное пособие по уходу за ребенком (до полутора лет),Пособие по уходу
Какие основания для отказа в предоставлении услуги? ПДФ Ежемесячное пособие по уходу за ребенком (до полутора лет),Пособие по уходу
Срок предоставления услуги? ПДФ Ежемесячное пособие по уходу за ребенком (до полутора лет),Пособие по уходу
За какой период предоставляются доходы? ПДФ Ежемесячное пособие по уходу за ребенком (до полутора лет),Пособие по уходу
Перечень документов для получения пособия без подтверждения доходов? ПДФ Ежемесячное пособие по уходу за ребенком (до полутора лет),Пособие по уходу
Куда выплачивается пособие? ПДФ Ежемесячное пособие по уходу за ребенком (до полутора лет),Пособие по уходу
Куда адресуется заявление? ПДФ Ежемесячное пособие по уходу за ребенком (до полутора лет),Пособие по уходу
Кто заявители? Ежемесячное пособие по уходу за ребенком в случае невозможности его выплаты страхователем,"Пособие по уходу, в случае невозможности его выплаты страхователем"
В каком случае полагается данное пособие? Ежемесячное пособие по уходу за ребенком в случае невозможности его выплаты страхователем,"Пособие по уходу, в случае невозможности его выплаты страхователем"
Каким ИОГВ назначается пособие? Ежемесячное пособие по уходу за ребенком в случае невозможности его выплаты страхователем,"Пособие по уходу, в случае невозможности его выплаты страхователем"
В какой срок необходимо оформить пособие? Ежемесячное пособие по уходу за ребенком в случае невозможности его выплаты страхователем,"Пособие по уходу, в случае невозможности его выплаты страхователем"
Какие документы удостоверяют личность? Ежемесячное пособие по уходу за ребенком в случае невозможности его выплаты страхователем,"Пособие по уходу, в случае невозможности его выплаты страхователем"
Какие документы предоставить при обращении представителя? Ежемесячное пособие по уходу за ребенком в случае невозможности его выплаты страхователем,"Пособие по уходу, в случае невозможности его выплаты страхователем"
Перечень документов? Ежемесячное пособие по уходу за ребенком в случае невозможности его выплаты страхователем,"Пособие по уходу, в случае невозможности его выплаты страхователем"
Какие основания для отказа в приеме документов? Ежемесячное пособие по уходу за ребенком в случае невозможности его выплаты страхователем,"Пособие по уходу, в случае невозможности его выплаты страхователем"
Какие уважительные причины пропуска срока обращения за ежемесячным пособием по уходу за ребенком ? Ежемесячное пособие по уходу за ребенком в случае невозможности его выплаты страхователем,"Пособие по уходу, в случае невозможности его выплаты страхователем"
Срок предоставления услуги? Ежемесячное пособие по уходу за ребенком в случае невозможности его выплаты страхователем,"Пособие по уходу, в случае невозможности его выплаты страхователем"
Куда адресуется заявление? Ежемесячное пособие по уходу за ребенком в случае невозможности его выплаты страхователем,"Пособие по уходу, в случае невозможности его выплаты страхователем"
Куда выплачивается пособие? Ежемесячное пособие по уходу за ребенком в случае невозможности его выплаты страхователем,"Пособие по уходу, в случае невозможности его выплаты страхователем"
"Кто заявители? Ежемесячное пособие на ребенка военнослужащего, проходящего военную службу по призыву",Пособие на ребенка военнослужащего по призыву
"В какой срок необходимо обратиться за пособием? Ежемесячное пособие на ребенка военнослужащего, проходящего военную службу по призыву",Пособие на ребенка военнослужащего по призыву
"Зависит ли пособие от наличия иных выплат? Ежемесячное пособие на ребенка военнослужащего, проходящего военную службу по призыву",Пособие на ребенка военнослужащего по призыву
"Размер выплаты? Ежемесячное пособие на ребенка военнослужащего, проходящего военную службу по призыву",Пособие на ребенка военнослужащего по призыву
"Когда выплата прекращается? Ежемесячное пособие на ребенка военнослужащего, проходящего военную службу по призыву",Пособие на ребенка военнослужащего по призыву
"Перечень документов? Ежемесячное пособие на ребенка военнослужащего, проходящего военную службу по призыву",Пособие на ребенка военнослужащего по призыву
"Какие документы удостоверяют личность? Ежемесячное пособие на ребенка военнослужащего, проходящего военную службу по призыву",Пособие на ребенка военнослужащего по призыву
"Какие документы предоставить при обращении представителя? Ежемесячное пособие на ребенка военнослужащего, проходящего военную службу по призыву",Пособие на ребенка военнослужащего по призыву
"Куда адресуется заявление? Ежемесячное пособие на ребенка военнослужащего, проходящего военную службу по призыву",Пособие на ребенка военнослужащего по призыву
"Куда выплачивается пособие? Ежемесячное пособие на ребенка военнослужащего, проходящего военную службу по призыву",Пособие на ребенка военнослужащего по призыву
"Какие основания для отказа в приеме документов? Ежемесячное пособие на ребенка военнослужащего, проходящего военную службу по призыву",Пособие на ребенка военнослужащего по призыву
"Какие основания для отказа в предоставлении услуги? Ежемесячное пособие на ребенка военнослужащего, проходящего военную службу по призыву",Пособие на ребенка военнослужащего по призыву
"Срок предоставления услуги? Ежемесячное пособие на ребенка военнослужащего, проходящего военную службу по призыву",Пособие на ребенка военнослужащего по призыву
"Кто заявители? Единовременное пособие беременной жене военнослужащего, проходящего военную службу по призыву",Пособие беременной жене военнослужащего по призыву
"Зависит ли пособие от наличия иных выплат? Единовременное пособие беременной жене военнослужащего, проходящего военную службу по призыву",Пособие беременной жене военнослужащего по призыву
"Каким ИОГВ назначается пособие? Единовременное пособие беременной жене военнослужащего, проходящего военную службу по призыву",Пособие беременной жене военнослужащего по призыву
"В какой срок необходимо оформить пособие? Единовременное пособие беременной жене военнослужащего, проходящего военную службу по призыву",Пособие беременной жене военнослужащего по призыву
"Какие документы удостоверяют личность? Единовременное пособие беременной жене военнослужащего, проходящего военную службу по призыву",Пособие беременной жене военнослужащего по призыву
"Какие документы предоставить при обращении представителя? Единовременное пособие беременной жене военнослужащего, проходящего военную службу по призыву",Пособие беременной жене военнослужащего по призыву
"Перечень документов? Единовременное пособие беременной жене военнослужащего, проходящего военную службу по призыву",Пособие беременной жене военнослужащего по призыву
"Какие основания для отказа в приеме документов? Единовременное пособие беременной жене военнослужащего, проходящего военную службу по призыву",Пособие беременной жене военнослужащего по призыву
"Срок предоставления услуги? Единовременное пособие беременной жене военнослужащего, проходящего военную службу по призыву",Пособие беременной жене военнослужащего по призыву
"Куда адресуется заявление? Единовременное пособие беременной жене военнослужащего, проходящего военную службу по призыву",Пособие беременной жене военнослужащего по призыву
"Куда выплачивается пособие? Единовременное пособие беременной жене военнослужащего, проходящего военную службу по призыву",Пособие беременной жене военнослужащего по призыву
"Размер выплаты? Единовременное пособие беременной жене военнослужащего, проходящего военную службу по призыву",Пособие беременной жене военнослужащего по призыву
Кто заявители? предоставления мер социальной поддержки в виде пособия по беременности и родам,"Пособие по беременности и родам, БиР"
Если заявитель работает? предоставления мер социальной поддержки в виде пособия по беременности и родам,"Пособие по беременности и родам, БиР"
Каким ИОГВ предоставляется услуга? предоставления мер социальной поддержки в виде пособия по беременности и родам,"Пособие по беременности и родам, БиР"
В какой срок необходимо обратиться за пособием? предоставления мер социальной поддержки в виде пособия по беременности и родам,"Пособие по беременности и родам, БиР"
Порядок выплаты пособия? предоставления мер социальной поддержки в виде пособия по беременности и родам,"Пособие по беременности и родам, БиР"
Размер выплаты? предоставления мер социальной поддержки в виде пособия по беременности и родам,"Пособие по беременности и родам, БиР"
Перечень документов? предоставления мер социальной поддержки в виде пособия по беременности и родам,"Пособие по беременности и родам, БиР"
Какие документы удостоверяют личность? предоставления мер социальной поддержки в виде пособия по беременности и родам,"Пособие по беременности и родам, БиР"
Какие документы предоставить при обращении представителя? предоставления мер социальной поддержки в виде пособия по беременности и родам,"Пособие по беременности и родам, БиР"
Куда адресуется заявление? предоставления мер социальной поддержки в виде пособия по беременности и родам,"Пособие по беременности и родам, БиР"
Куда выплачивается пособие? предоставления мер социальной поддержки в виде пособия по беременности и родам,"Пособие по беременности и родам, БиР"
Какие основания для отказа в приеме документов? предоставления мер социальной поддержки в виде пособия по беременности и родам,"Пособие по беременности и родам, БиР"
Какие основания для отказа в предоставлении услуги? предоставления мер социальной поддержки в виде пособия по беременности и родам,"Пособие по беременности и родам, БиР"
Срок предоставления услуги? предоставления мер социальной поддержки в виде пособия по беременности и родам,"Пособие по беременности и родам, БиР"
Кто заявители? Пособие по беременности и родам в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем,Пособие по беременности и родам в случае невозможности его выплаты страхователем
В каком случае оформляется данное пособие? Пособие по беременности и родам в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем,Пособие по беременности и родам в случае невозможности его выплаты страхователем
Каким ИОГВ назначается пособие? Пособие по беременности и родам в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем,Пособие по беременности и родам в случае невозможности его выплаты страхователем
За какой период выплачивается пособие? Пособие по беременности и родам в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем,Пособие по беременности и родам в случае невозможности его выплаты страхователем
,
Какие документы удостоверяют личность? Пособие по беременности и родам в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем,Пособие по беременности и родам в случае невозможности его выплаты страхователем
Какие документы предоставить при обращении представителя? Пособие по беременности и родам в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем,Пособие по беременности и родам в случае невозможности его выплаты страхователем
Перечень документов? Пособие по беременности и родам в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем,Пособие по беременности и родам в случае невозможности его выплаты страхователем
Какие основания для отказа в приеме документов? Пособие по беременности и родам в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем,Пособие по беременности и родам в случае невозможности его выплаты страхователем
,
Срок предоставления услуги? Пособие по беременности и родам в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем,Пособие по беременности и родам в случае невозможности его выплаты страхователем
Куда адресуется заявление? Пособие по беременности и родам в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем,Пособие по беременности и родам в случае невозможности его выплаты страхователем
Куда выплачивается пособие? Пособие по беременности и родам в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем,Пособие по беременности и родам в случае невозможности его выплаты страхователем
"Какие основания для получения? Обеспечение техническими средствами реабилитации граждан, не являющихся инвалидами, но имеющих ограничение жизнедеятельности",ТСР 
"Какие условия являются обязательными для ремонта ТСР гражданам не являющимся инвалидами? Обеспечение техническими средствами реабилитации граждан, не являющихся инвалидами, но имеющих ограничение жизнедеятельности",ТСР 
"Как можно получить компенсацию за самостоятельно приобретенные ТСР? Обеспечение техническими средствами реабилитации граждан, не являющихся инвалидами, но имеющих ограничение жизнедеятельности",ТСР 
"В течение какого срока может осуществляться получение ТСР? Обеспечение техническими средствами реабилитации граждан, не являющихся инвалидами, но имеющих ограничение жизнедеятельности",ТСР 
"Какие документы удостоверяют личность? Обеспечение техническими средствами реабилитации граждан, не являющихся инвалидами, но имеющих ограничение жизнедеятельности",ТСР 
"Какие документы предоставить при обращении представителя? Обеспечение техническими средствами реабилитации граждан, не являющихся инвалидами, но имеющих ограничение жизнедеятельности",ТСР 
"Какие заявления брать у заявителя? Обеспечение техническими средствами реабилитации граждан, не являющихся инвалидами, но имеющих ограничение жизнедеятельности",ТСР 
"Какие дополнительно документы должен предоставить заявитель? Обеспечение техническими средствами реабилитации граждан, не являющихся инвалидами, но имеющих ограничение жизнедеятельности",ТСР 
"Какие основания для отказа в приеме документов? Обеспечение техническими средствами реабилитации граждан, не являющихся инвалидами, но имеющих ограничение жизнедеятельности",ТСР 
